Valor,periodo_do_dia,dia_da_semana,emissor_cartao,predicted_CBK,predicted_CBK_proba
72.0,tarde,Segunda-feira,48293,0,0.0033661253505796224
154.0,tarde,Segunda-feira,15274,0,0.002298385975961273
67.2,tarde,Segunda-feira,44731,0,0.01665880260599632
89.6,tarde,Segunda-feira,22061,0,0.0012763561180180402
89.6,tarde,Segunda-feira,52305,0,0.001448732514878251
80.5,tarde,Segunda-feira,25663,0,0.0014862222155331234
67.2,tarde,Segunda-feira,53211,0,0.019189482180058667
20.0,tarde,Segunda-feira,06669,0,0.0007145975806575152
201.6,tarde,Segunda-feira,15590,1,0.03531779204411324
67.2,tarde,Segunda-feira,00439,0,0.009203205678798135
30.0,tarde,Segunda-feira,21847,1,0.04277280868637302
36.66,tarde,Segunda-feira,44731,0,0.009740389206638413
168.0,tarde,Segunda-feira,22061,0,0.0038114942949668434
40.0,tarde,Segunda-feira,10863,1,0.04221959184759188
20.0,tarde,Segunda-feira,98442,0,0.024726360043575632
123.2,tarde,Segunda-feira,06655,1,0.04956850035980563
52.53,tarde,Segunda-feira,59313,0,0.002375322586559149
370.0,tarde,Segunda-feira,63312,0,0.005222986061339233
92.0,tarde,Segunda-feira,06655,0,0.0033420787422891165
201.6,tarde,Segunda-feira,44731,1,0.18501492638671277
112.0,tarde,Segunda-feira,48984,1,0.2650786183950981
20.0,tarde,Segunda-feira,90172,0,0.0004443673988020645
170.0,tarde,Segunda-feira,31681,0,0.01624441935159698
66.99,tarde,Segunda-feira,98442,1,0.0631684102640723
77.0,tarde,Segunda-feira,41524,0,0.0033186922601871186
179.2,tarde,Segunda-feira,55187,0,0.005977490588481029
65.22,tarde,Segunda-feira,06669,0,0.0009885522942049004
55.0,tarde,Segunda-feira,24820,1,0.04980226362856892
77.0,tarde,Segunda-feira,98406,0,0.006383954739381384
15.0,tarde,Segunda-feira,46056,0,0.0004907078804483879
89.6,tarde,Segunda-feira,52407,0,0.01018048701060159
112.0,tarde,Segunda-feira,06655,1,0.03504093256942713
55.0,tarde,Segunda-feira,45719,0,0.007204010327366566
5.0,tarde,Segunda-feira,90172,0,0.00022017729397290657
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
115.0,tarde,Segunda-feira,29768,0,0.022864318968952333
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
358.4,tarde,Segunda-feira,22061,0,0.00955865837608135
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
201.6,tarde,Segunda-feira,21397,1,0.9242793901611003
123.2,tarde,Segunda-feira,49167,0,0.009350249483670787
67.2,tarde,Segunda-feira,14868,0,0.0035680551596481607
89.6,tarde,Segunda-feira,98401,0,0.0071311247446210245
20.0,tarde,Segunda-feira,39029,0,0.0021409203237193752
10.0,tarde,Segunda-feira,10863,0,0.00613063939702427
50.75,tarde,Segunda-feira,55183,0,0.0027721291268935134
504.0,tarde,Segunda-feira,22061,0,0.01443301455391251
25.0,tarde,Segunda-feira,90172,0,0.0003978838669341637
216.0,tarde,Segunda-feira,40105,0,0.0028094001628371224
172.54,tarde,Segunda-feira,15590,0,0.00772331700360053
56.0,tarde,Segunda-feira,29323,0,0.009151940905860469
110.0,tarde,Segunda-feira,82425,0,0.00710294992165377
201.6,tarde,Segunda-feira,18668,0,0.02006906188502562
75.52,tarde,Segunda-feira,30034,0,0.010000043561127067
24.0,tarde,Segunda-feira,41187,0,0.0009017531137199916
31.59,tarde,Segunda-feira,53211,1,0.12275695206826155
100.8,tarde,Segunda-feira,53636,0,0.008629533534826395
200.0,tarde,Segunda-feira,44731,1,0.15814477120353226
848.0,tarde,Segunda-feira,22061,0,0.002927070701130468
200.0,tarde,Segunda-feira,18454,0,0.01295599224322554
89.6,tarde,Segunda-feira,90172,0,0.00150877567584963
134.4,tarde,Segunda-feira,41555,1,0.04758670274514916
99.0,tarde,Segunda-feira,42820,0,0.004581121036613205
150.0,tarde,Segunda-feira,25718,0,0.007773827233450006
110.0,tarde,Segunda-feira,25718,0,0.00710294992165377
67.2,tarde,Segunda-feira,22061,0,0.001539361876788395
182.69,tarde,Segunda-feira,06655,0,0.01958246216969669
58.36,tarde,Segunda-feira,44731,0,0.02057374693532534
66.99,tarde,Segunda-feira,03225,0,0.0024729108161705435
66.0,tarde,Segunda-feira,09603,0,0.006272454631810664
1080.0,tarde,Segunda-feira,09603,0,0.002768079680349745
81.71,tarde,Segunda-feira,22200,0,0.011685038130717501
30.0,tarde,Segunda-feira,22061,0,0.007358317889747923
10.0,tarde,Segunda-feira,53636,0,0.000871116440692413
89.6,tarde,Segunda-feira,44828,1,0.11152950906997666
89.6,tarde,Segunda-feira,44828,1,0.11152950906997666
1696.0,tarde,Segunda-feira,40694,0,0.00266066498751948
224.0,tarde,Segunda-feira,39614,0,0.0004990031619420116
25.0,tarde,Segunda-feira,53211,0,0.005769335686493313
302.4,tarde,Segunda-feira,06669,0,0.0017943975860603837
5.0,tarde,Segunda-feira,49167,0,0.0005661444564071271
89.6,tarde,Segunda-feira,00439,0,0.0038037857200359654
100.8,noite,Segunda-feira,52305,0,0.0010017582467411548
190.0,noite,Segunda-feira,98423,0,0.002630054947252317
168.0,noite,Segunda-feira,52693,0,0.013401774338865817
96.42,noite,Segunda-feira,98423,0,0.002872144800102154
96.4,noite,Segunda-feira,98423,0,0.002872144800102154
336.0,noite,Segunda-feira,15590,0,0.026082429883564344
5.0,noite,Segunda-feira,59315,0,0.0007002679723359587
112.0,noite,Segunda-feira,55187,0,0.017812390452190924
336.0,noite,Segunda-feira,90172,0,0.0005530124325083662
46.43,noite,Segunda-feira,25631,0,0.003376633520962619
168.0,noite,Segunda-feira,44731,0,0.02513925543096177
134.4,noite,Segunda-feira,53211,0,0.013908662618310813
336.0,noite,Segunda-feira,90172,0,0.0005530124325083662
170.0,noite,Segunda-feira,28267,0,0.013401774338865817
62.1,noite,Segunda-feira,93493,0,0.005831719580096905
168.0,noite,Segunda-feira,59315,0,0.013401774338865817
336.0,noite,Segunda-feira,40693,0,0.009241710680959097
27.5,noite,Segunda-feira,82425,0,0.012947658440045973
140.0,noite,Segunda-feira,18759,0,0.008233176845156875
179.2,noite,Segunda-feira,06669,0,0.0013022155325883309
10.0,noite,Segunda-feira,40105,0,0.00021592994729026848
89.6,noite,Segunda-feira,23284,0,0.0029106112132597298
336.0,noite,Segunda-feira,52305,0,0.0018039792574480865
168.0,noite,Segunda-feira,44883,0,0.010292877218494015
358.4,noite,Segunda-feira,22003,0,0.019576437408793244
15.0,noite,Segunda-feira,98401,0,0.00378286225907477
336.0,noite,Segunda-feira,44054,0,0.0030850040095746507
110.0,noite,Segunda-feira,28267,0,0.008884014633686904
15.0,noite,Segunda-feira,52289,0,0.0008707714810914931
116.73,noite,Segunda-feira,41759,0,0.023445618355686187
77.0,noite,Segunda-feira,90172,0,0.000866843095542371
89.6,noite,Segunda-feira,22061,0,0.0006317623506980867
168.0,noite,Segunda-feira,45719,0,0.013401774338865817
27.5,noite,Segunda-feira,09601,0,0.012947658440045973
200.0,noite,Segunda-feira,27468,1,0.03307911574682464
110.0,noite,Segunda-feira,06655,0,0.013371958377591536
201.6,noite,Segunda-feira,25663,0,0.002100838026912474
89.6,noite,Segunda-feira,39083,0,0.005496923754864835
201.6,noite,Segunda-feira,21847,1,0.13391839840318695
5.0,noite,Segunda-feira,98423,0,0.00019287919085844918
56.0,noite,Segunda-feira,40105,0,0.0023252020214351563
56.0,noite,Segunda-feira,29323,0,0.009222814454555339
56.43,noite,Segunda-feira,59315,0,0.0062908469204214
168.0,noite,Segunda-feira,42820,0,0.002630980861677916
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
313.6,noite,Segunda-feira,22061,0,0.005032965095725095
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
20.0,noite,Segunda-feira,06168,0,0.0017947824721742188
66.0,noite,Segunda-feira,09603,0,0.006575837138832495
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
448.0,noite,Segunda-feira,15590,1,0.0713430918943818
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
67.2,noite,Segunda-feira,98423,0,0.004268407217652315
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
112.0,noite,Segunda-feira,70598,0,0.006431816878784452
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
223.29,noite,Segunda-feira,49167,0,0.003307434737279106
48.07,noite,Segunda-feira,14945,0,0.0009609381329535602
336.0,noite,Segunda-feira,53211,0,0.01725938760497066
268.8,noite,Segunda-feira,15590,0,0.009435244227627685
96.4,noite,Segunda-feira,25662,1,0.07959360557821699
201.6,noite,Segunda-feira,52407,1,0.39382969636755166
86.27,noite,Segunda-feira,34513,0,0.007705345127779439
56.0,noite,Segunda-feira,29323,0,0.009222814454555339
92.0,noite,Segunda-feira,14945,0,0.0009277736864393267
448.0,noite,Segunda-feira,53665,0,0.02915153634670695
20.0,noite,Segunda-feira,49167,0,0.0013383613050739764
20.0,noite,Segunda-feira,29323,0,0.0013881138801489867
95.2,noite,Segunda-feira,22005,0,0.006269604476904112
24.0,noite,Segunda-feira,52128,0,0.0009591225290800111
20.0,noite,Segunda-feira,49167,0,0.0013383613050739764
336.0,noite,Segunda-feira,42974,1,0.10196653255657825
67.2,noite,Segunda-feira,09600,0,0.0022402551749957185
112.0,noite,Segunda-feira,98401,1,0.07515613313149672
10.0,noite,Segunda-feira,18047,0,0.0006858521622978357
280.0,noite,Segunda-feira,49167,0,0.004684887366115859
5.0,noite,Segunda-feira,49167,0,0.0010689297130923594
89.6,noite,Segunda-feira,90172,0,0.0008055077431243709
360.0,noite,Segunda-feira,34513,0,0.019576437408793244
50.0,noite,Segunda-feira,98582,0,0.0032183773979191895
89.6,noite,Segunda-feira,90172,0,0.0008055077431243709
336.0,noite,Segunda-feira,49167,0,0.005155708850511732
154.0,noite,Segunda-feira,22840,0,0.0013587826894914698
187.0,noite,Segunda-feira,54906,1,0.04983976328973365
201.6,noite,Segunda-feira,39354,1,0.03398612405521102
10.0,noite,Segunda-feira,14868,0,0.0006330607130217627
15.0,noite,Segunda-feira,16230,0,0.0003638445056067427
20.0,noite,Segunda-feira,25662,1,0.03926834769747053
36.66,noite,Segunda-feira,41524,0,0.002516286369595745
179.2,noite,Segunda-feira,06669,0,0.0013022155325883309
168.0,noite,Segunda-feira,06669,0,0.000946778161436395
154.0,noite,Segunda-feira,90172,0,0.00046248357605382055
56.0,noite,Segunda-feira,06655,0,0.010778082121413365
15.0,noite,Segunda-feira,41524,0,0.00023876583812951004
45.31,noite,Segunda-feira,39029,0,0.005342018846304207
20.0,noite,Segunda-feira,53211,0,0.0056606756149313806
30.0,noite,Segunda-feira,18767,0,0.01342940572967498
168.0,noite,Segunda-feira,90172,0,0.00033391123260950376
100.8,noite,Segunda-feira,98406,0,0.0015316575188034178
70.0,noite,Segunda-feira,30034,0,0.0038987617344349514
336.0,noite,Segunda-feira,15275,0,0.0028429078613436197
190.0,noite,Segunda-feira,52305,0,0.003119998962740155
20.0,noite,Segunda-feira,52236,0,0.0009851846980378897
201.6,noite,Segunda-feira,52407,1,0.39382969636755166
24.0,noite,Segunda-feira,06655,0,0.0010717087659933126
336.0,noite,Segunda-feira,49167,0,0.005155708850511732
5.0,noite,Segunda-feira,44829,0,0.0006701346569326241
360.0,noite,Segunda-feira,98453,1,0.03437820471588653
10.0,noite,Segunda-feira,41524,0,0.00029022058811260473
20.0,noite,Segunda-feira,90172,0,0.00014361739886017863
99.0,noite,Segunda-feira,55181,0,0.0019837785613715333
27.5,noite,Segunda-feira,98453,0,0.013707367340090345
205.2,noite,Segunda-feira,40105,0,0.00435983380763682
20.0,noite,Segunda-feira,48985,0,0.0008142269337085293
55.0,noite,Segunda-feira,21309,0,0.006398382447431194
67.2,noite,Segunda-feira,06669,0,0.0005907597824037299
168.0,noite,Segunda-feira,49167,0,0.0024658687518375856
190.4,noite,Segunda-feira,59313,0,0.02165067781465053
55.0,noite,Segunda-feira,31681,1,0.06633723766987402
20.0,noite,Segunda-feira,52236,0,0.0009851846980378897
63.16,noite,Segunda-feira,98430,0,0.005831719580096905
336.0,noite,Segunda-feira,52407,1,0.24591557272092562
168.0,noite,Segunda-feira,59080,0,0.010566017880404083
100.8,noite,Segunda-feira,09308,0,0.001717448445628564
123.2,noite,Segunda-feira,90172,0,0.0013597478508546002
123.2,noite,Segunda-feira,90172,0,0.0013597478508546002
100.8,noite,Segunda-feira,24820,1,0.08199493137220906
201.6,noite,Segunda-feira,90172,0,0.0005895090878398955
100.8,noite,Segunda-feira,98406,0,0.0015316575188034178
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
336.0,noite,Segunda-feira,90172,0,0.0005530124325083662
50.0,noite,Segunda-feira,90172,0,0.00039291650337291013
66.0,noite,Segunda-feira,30034,0,0.007166582901763143
100.8,noite,Segunda-feira,98554,0,0.00571857536682425
20.0,noite,Segunda-feira,22005,0,0.0013746833778489692
168.0,noite,Segunda-feira,15590,0,0.004079229023888332
55.0,noite,Segunda-feira,21848,0,0.0060703512531847595
36.66,noite,Segunda-feira,28304,1,0.06327615248861865
112.0,noite,Segunda-feira,14945,0,0.00470930543047348
110.0,noite,Segunda-feira,36518,0,0.007319894947220622
10.0,noite,Segunda-feira,48724,0,0.00042882055287650294
205.2,noite,Segunda-feira,98423,0,0.00686428151323547
18.34,madrugada,Terça-feira,15894,1,0.05642120027955969
66.99,madrugada,Terça-feira,09602,0,0.006315868177159342
336.0,madrugada,Terça-feira,41174,0,0.01099255629309617
89.6,madrugada,Terça-feira,06669,0,0.00036654385005871736
10.0,madrugada,Terça-feira,44456,1,0.13952892696028438
201.6,dia,Terça-feira,15590,1,0.047106970313926265
403.2,dia,Terça-feira,15590,0,0.012111381159517048
100.8,dia,Terça-feira,90172,0,0.001091320869211083
89.6,dia,Terça-feira,40105,0,0.0007175711367726254
20.0,dia,Terça-feira,52128,0,0.0008045345435131778
15.0,dia,Terça-feira,44731,0,0.0003815624031288582
451.65,dia,Terça-feira,59023,0,0.00761409611133066
336.0,dia,Terça-feira,49167,0,0.0015309265369560867
179.2,dia,Terça-feira,39614,0,0.0007753261618523254
201.6,dia,Terça-feira,98453,1,0.06727223369402757
10.0,dia,Terça-feira,23284,0,0.000317297573850988
336.0,dia,Terça-feira,06655,0,0.022873421612136798
15.0,dia,Terça-feira,42820,0,0.0013282942813105073
154.0,dia,Terça-feira,53211,0,0.012791093874191469
360.0,dia,Terça-feira,39083,0,0.0034747286328766537
201.6,dia,Terça-feira,56137,0,0.012418891702479671
20.0,dia,Terça-feira,46452,1,0.11935661410000498
35.53,dia,Terça-feira,44540,1,0.04141351289699567
24.03,dia,Terça-feira,27496,0,0.00035621822633353134
1908.0,dia,Terça-feira,52305,0,0.002746019279801515
132.0,dia,Terça-feira,53211,0,0.021959487813322468
5.0,dia,Terça-feira,44731,0,0.0006254725690347606
1908.0,dia,Terça-feira,52305,0,0.002746019279801515
70.0,dia,Terça-feira,44540,0,0.022797958977646453
100.0,dia,Terça-feira,26769,0,0.0027611199332474236
20.0,dia,Terça-feira,31681,0,0.009836030799850987
92.0,dia,Terça-feira,49167,0,0.002429225987900076
142.5,dia,Terça-feira,98406,0,0.007201428252311595
48.0,dia,Terça-feira,23284,0,0.001057673207410528
100.8,dia,Terça-feira,26863,0,0.005113352862776082
448.0,dia,Terça-feira,48591,0,0.0029612326901770135
64.19,dia,Terça-feira,48045,0,0.003302895251523738
336.0,dia,Terça-feira,49167,0,0.0015309265369560867
276.0,dia,Terça-feira,14945,0,0.00035219331037812527
168.0,dia,Terça-feira,14895,0,0.005605967827160764
35.53,dia,Terça-feira,55181,0,0.0025171512622353814
89.6,dia,Terça-feira,06669,0,0.0005911113257179726
69.0,dia,Terça-feira,40105,0,0.0020290343382984256
57.5,dia,Terça-feira,14945,0,0.007386102801523844
52.9,dia,Terça-feira,15590,0,0.012110491925926638
25.0,dia,Terça-feira,48984,0,0.001905614029611697
89.6,dia,Terça-feira,44818,0,0.001639451842320833
30.0,dia,Terça-feira,55181,0,0.001681527490050801
5.0,dia,Terça-feira,48984,0,0.0011144762090143628
5.0,dia,Terça-feira,98407,0,0.009722101885595536
34.5,dia,Terça-feira,54906,0,0.018060632549268277
201.6,dia,Terça-feira,54906,1,0.0868039370570997
34.5,dia,Terça-feira,54906,0,0.018060632549268277
10.0,dia,Terça-feira,24820,0,0.0021672832780461
201.6,dia,Terça-feira,54906,1,0.0868039370570997
201.6,dia,Terça-feira,54906,1,0.0868039370570997
20.0,dia,Terça-feira,49167,0,0.00115252634949344
92.0,dia,Terça-feira,22061,0,0.001220527187194792
10.0,dia,Terça-feira,44540,0,0.0036243515705279314
126.0,dia,Terça-feira,31681,1,0.03784011287263223
55.82,dia,Terça-feira,28268,0,0.0035636436189615214
85.27,dia,Terça-feira,06655,0,0.002939741045167352
100.8,dia,Terça-feira,49167,0,0.002496373567782191
15.0,dia,Terça-feira,25631,0,0.0007359691337392268
336.0,dia,Terça-feira,70598,0,0.000683687848399918
201.6,dia,Terça-feira,90172,0,0.0006021051363925568
201.6,dia,Terça-feira,90172,0,0.0006021051363925568
201.6,dia,Terça-feira,90172,0,0.0006021051363925568
5.0,dia,Terça-feira,49167,0,0.0015518031799068013
123.2,dia,Terça-feira,90172,0,0.0038851881553690344
123.2,dia,Terça-feira,90172,0,0.0038851881553690344
339.0,dia,Terça-feira,44540,1,0.031583708182413114
360.0,dia,Terça-feira,98407,1,0.5871159856885673
20.0,dia,Terça-feira,22061,0,0.0004036405948265134
50.0,dia,Terça-feira,90172,0,0.004274429743113884
360.0,dia,Terça-feira,25850,0,0.0034747286328766537
187.0,dia,Terça-feira,25662,1,0.22111331681123042
92.0,dia,Terça-feira,98453,0,0.017954536150172135
95.0,dia,Terça-feira,54927,1,0.49271438978163024
92.0,dia,Terça-feira,19628,0,0.002296266951258558
30.0,dia,Terça-feira,98406,0,0.009402519733355687
100.0,dia,Terça-feira,22061,0,0.0008097519467149993
10.0,dia,Terça-feira,59080,0,0.0002708582286321597
168.0,dia,Terça-feira,49167,0,0.0016049508183839148
168.0,dia,Terça-feira,90172,0,0.000496132180468829
336.0,dia,Terça-feira,90172,0,0.00035840230135114734
20.0,dia,Terça-feira,48649,0,0.001187218671388387
77.0,dia,Terça-feira,98423,0,0.011612132738113365
94.03,dia,Terça-feira,06655,0,0.007966338127054311
96.0,dia,Terça-feira,59315,0,0.0031887784820982027
55.82,dia,Terça-feira,16283,0,0.0035636436189615214
34.5,dia,Terça-feira,54927,0,0.02255183329822603
403.2,dia,Terça-feira,14945,0,0.0007512139837780327
448.0,dia,Terça-feira,54927,1,0.7822592414256773
448.0,dia,Terça-feira,54927,1,0.7822592414256773
103.5,dia,Terça-feira,15275,0,0.0009503552123897888
100.8,dia,Terça-feira,22061,0,0.0009995981983706654
448.0,dia,Terça-feira,54927,1,0.7822592414256773
106.4,dia,Terça-feira,55187,0,0.0020469843887200687
24.0,dia,Terça-feira,03217,0,0.0010682490417098576
15.0,tarde,Terça-feira,44456,1,0.060577877028435805
336.0,tarde,Terça-feira,48724,0,0.004706972987072791
40.0,tarde,Terça-feira,26863,0,0.00921042481638897
25.0,tarde,Terça-feira,90172,0,0.0013221847291153375
15.0,tarde,Terça-feira,98453,0,0.003072749796970546
64.9,tarde,Terça-feira,98423,0,0.017000755117425628
34.5,tarde,Terça-feira,59078,0,0.01969547651429789
100.8,tarde,Terça-feira,22840,0,0.0012326808552041487
85.27,tarde,Terça-feira,98423,0,0.009405371400423853
336.0,tarde,Terça-feira,90172,0,0.000309917222024608
77.0,tarde,Terça-feira,90172,0,0.001396728176287194
66.99,tarde,Terça-feira,39354,1,0.04181730520616585
70.0,tarde,Terça-feira,98406,0,0.0019548618500394442
55.0,tarde,Terça-feira,10863,1,0.039889761598506025
5.0,tarde,Terça-feira,90172,0,0.0004496776106440472
545.0,tarde,Terça-feira,49167,0,0.00884746098083383
34.5,tarde,Terça-feira,54932,1,0.12426600927951967
182.69,tarde,Terça-feira,39073,0,0.011564506919391215
201.6,tarde,Terça-feira,54932,1,0.04775784617613098
69.0,tarde,Terça-feira,98423,0,0.015472632971272313
201.6,tarde,Terça-feira,54932,1,0.04775784617613098
187.0,tarde,Terça-feira,90172,0,0.0006169405836460683
18.34,tarde,Terça-feira,14086,0,0.007657144777607082
201.6,tarde,Terça-feira,54932,1,0.04775784617613098
168.0,tarde,Terça-feira,22061,0,0.003917909030457042
96.42,tarde,Terça-feira,22005,0,0.003564263945579361
201.6,tarde,Terça-feira,41555,0,0.023690205178028858
168.0,tarde,Terça-feira,06655,0,0.010893229787262254
336.0,tarde,Terça-feira,52305,0,0.0007396403503968044
55.0,tarde,Terça-feira,82425,0,0.005064186721523419
100.0,tarde,Terça-feira,90172,0,0.0008234704083049482
57.0,tarde,Terça-feira,39354,1,0.05371319466142223
89.6,tarde,Terça-feira,03225,0,0.00126810175299981
55.0,tarde,Terça-feira,54932,1,0.2355928035613108
110.0,tarde,Terça-feira,98408,1,0.03608605788114468
268.8,tarde,Terça-feira,36518,0,0.0025025046845845752
20.0,tarde,Terça-feira,52305,0,0.0008601248756599763
36.66,tarde,Terça-feira,27468,0,0.02420003790892435
44.0,tarde,Terça-feira,09600,1,0.05904018690947643
126.5,tarde,Terça-feira,52128,0,0.019335162367833572
201.6,tarde,Terça-feira,54906,1,0.06954344124481601
201.6,tarde,Terça-feira,54906,1,0.06954344124481601
201.6,tarde,Terça-feira,54906,1,0.06954344124481601
20.0,tarde,Terça-feira,06655,0,0.0008235329827204755
92.0,tarde,Terça-feira,41524,0,0.0004282706218438504
22.0,tarde,Terça-feira,09600,0,0.01102926016302725
179.2,tarde,Terça-feira,55183,0,0.007619254054469224
50.29,tarde,Terça-feira,48724,0,0.0018276301265337405
168.0,tarde,Terça-feira,15590,0,0.011613924484527718
92.0,tarde,Terça-feira,91674,0,0.019950092866014155
57.5,tarde,Terça-feira,52128,0,0.007676952696197136
175.0,tarde,Terça-feira,12682,0,0.009150974248630752
10.0,tarde,Terça-feira,48474,0,0.0022029421190166193
15.0,tarde,Terça-feira,44828,0,0.006835672006985693
336.0,tarde,Terça-feira,52128,0,0.00149648806892899
23.35,tarde,Terça-feira,28635,0,0.0045895836714947924
66.0,tarde,Terça-feira,98442,0,0.01569820823559368
73.34,tarde,Terça-feira,48827,0,0.022139189157318002
